question_id,question_text,blooms_level,subject,verb_used,difficulty
BLOOM_02512,Identify the primary components of a Gradient Boosting Decision Trees architecture.,Remember,Mathematics & Statistics,Identify,Easy
BLOOM_02513,Propose an innovative caching strategy to reduce latency in Parquet Columnar Storage by 50%. Provide concrete examples from Chemistry.,Create,Chemistry,Devise,Hard
BLOOM_02514,Calculate step-by-step calculations to determine the complexity of PyTorch Autograd.,Apply,Data Engineering,Calculate,Medium
BLOOM_02515,Critique the cost-benefit analysis of cloud deployment for Transformer Attention Heads workloads. Explain all assumptions made.,Evaluate,Biology & Genomics,Critique,Hard
BLOOM_02516,Contrast why MapReduce ETL Pipelines is preferred over TensorFlow Computational Graphs for distributed processing.,Understand,Computer Science,Contrast,Easy-Medium
BLOOM_02517,Calculate how to scale Zero-Knowledge Proofs across a multi-node cluster. Explain all assumptions made.,Apply,Biology & Genomics,Calculate,Medium
BLOOM_02518,Recall the term 'Asynchronous I/O Event Loops' as defined in standard textbooks.,Remember,Computer Science,Recall,Easy
BLOOM_02519,Name the primary components of a Parquet Columnar Storage architecture. Explain all assumptions made.,Remember,Software Architecture,Name,Easy
BLOOM_02520,Assess the cost-benefit analysis of cloud deployment for OAuth 2.0 Authentication workloads. Explain all assumptions made.,Evaluate,Software Architecture,Assess,Hard
BLOOM_02521,Analyze the bottleneck performance when TensorFlow Computational Graphs interacts with Asynchronous I/O Event Loops. Explain all assumptions made.,Analyze,Computer Science,Analyze,Medium-Hard
BLOOM_02522,Outline the term 'Convolutional Neural Networks' as defined in standard textbooks.,Remember,Business Analytics,Outline,Easy
BLOOM_02523,Calculate how to scale Asynchronous I/O Event Loops across a multi-node cluster.,Apply,Chemistry,Calculate,Medium
BLOOM_02524,Contrast the main trade-offs associated with using Redis In-Memory Caching.,Understand,Cybersecurity,Contrast,Easy-Medium
BLOOM_02525,Explain how TCP/IP Packet Routing operates under high concurrency or heavy load.,Understand,Physics,Explain,Easy-Medium
BLOOM_02526,Use a python script to process Kafka Streaming Queues using streaming data streams. Explain all assumptions made.,Apply,Software Architecture,Use,Medium
BLOOM_02527,"In your own words, Interpret the underlying mechanism of PostgreSQL Query Optimization.",Understand,Database Systems,Interpret,Easy-Medium
BLOOM_02528,Implement a python script to process Kafka Streaming Queues using streaming data streams. Explain all assumptions made.,Apply,Electrical Engineering,Implement,Medium
BLOOM_02529,"In your own words, Discuss the underlying mechanism of B-Trees and Indexing.",Understand,Data Engineering,Discuss,Easy-Medium
BLOOM_02530,Construct a novel fault-tolerant data pipeline for processing 10 million events/sec using Vector Embeddings & RAG.,Create,Mathematics & Statistics,Construct,Hard
BLOOM_02531,Deconstruct the architecture of MapReduce ETL Pipelines into its constituent microservices. Provide concrete examples from Software Architecture.,Analyze,Software Architecture,Investigate,Medium-Hard
BLOOM_02532,Deconstruct how failure modes in Consensus Protocols (Raft/Paxos) impact system resilience and availability.,Analyze,Machine Learning,Deconstruct,Medium-Hard
BLOOM_02533,Examine the impact of packet loss on Zero-Knowledge Proofs execution efficiency. Provide concrete examples from Mathematics & Statistics.,Analyze,Mathematics & Statistics,Differentiate,Medium-Hard
BLOOM_02534,Synthesize existing research on Kafka Streaming Queues to build an improved protocol for TensorFlow Computational Graphs.,Create,Database Systems,Devise,Hard
BLOOM_02535,Examine and contrast the space vs time complexity of Linear Regression & Regularization and PostgreSQL Query Optimization.,Analyze,Computer Science,Examine,Medium-Hard
BLOOM_02536,Name four common application scenarios for MapReduce ETL Pipelines. Provide concrete examples from Chemistry.,Remember,Chemistry,Name,Easy
BLOOM_02537,Analyze the root causes of data drift in Kafka Streaming Queues pipelines over time. Explain all assumptions made.,Analyze,Mathematics & Statistics,Analyze,Medium-Hard
BLOOM_02538,Interpret the core workflow when executing Parquet Columnar Storage in production. Explain all assumptions made.,Understand,Data Engineering,Interpret,Easy-Medium
BLOOM_02539,Recommend the trade-offs of microservices vs monolithic architecture for Zero-Knowledge Proofs. Provide concrete examples from Business Analytics.,Evaluate,Business Analytics,Recommend,Hard
BLOOM_02540,Apply the principles of CAP Theorem to solve an out-of-memory exception in big data pipelines.,Apply,Data Engineering,Demonstrate,Medium
BLOOM_02541,Appraise the trade-offs of microservices vs monolithic architecture for Zero-Knowledge Proofs.,Evaluate,Biology & Genomics,Appraise,Hard
BLOOM_02542,Compare the root causes of data drift in Garbage Collection Algorithms pipelines over time.,Analyze,Physics,Compare,Medium-Hard
BLOOM_02543,Solve step-by-step calculations to determine the complexity of Linear Regression & Regularization.,Apply,Business Analytics,Solve,Medium
BLOOM_02544,Investigate and contrast the space vs time complexity of Zero-Knowledge Proofs and TCP/IP Packet Routing.,Analyze,Business Analytics,Investigate,Medium-Hard
BLOOM_02545,Calculate the optimal parameters for PostgreSQL Query Optimization given a dataset of size N=5000. Explain all assumptions made.,Apply,Business Analytics,Calculate,Medium
BLOOM_02546,State the standard definition of Redis In-Memory Caching in modern systems.,Remember,Cybersecurity,State,Easy
BLOOM_02547,Summarize the core workflow when executing Docker & Kubernetes Orchestration in production.,Understand,Computer Science,Summarize,Easy-Medium
BLOOM_02548,Formulate a original algorithm to solve the NP-hard constraint in Asynchronous I/O Event Loops.,Create,Biology & Genomics,Formulate,Hard
BLOOM_02549,Solve a python script to process PostgreSQL Query Optimization using streaming data streams. Provide concrete examples from Electrical Engineering.,Apply,Electrical Engineering,Solve,Medium
BLOOM_02550,Recall the fundamental principles of Linear Regression & Regularization. Explain all assumptions made.,Remember,Database Systems,Recall,Easy
BLOOM_02551,Construct a disaster recovery plan for mission-critical enterprise systems using PostgreSQL Query Optimization.,Create,Mathematics & Statistics,Construct,Hard
BLOOM_02552,State the primary components of a GraphQL vs REST APIs architecture. Explain all assumptions made.,Remember,Physics,State,Easy
BLOOM_02553,Develop a novel fault-tolerant data pipeline for processing 10 million events/sec using Linear Regression & Regularization.,Create,Mathematics & Statistics,Develop,Hard
BLOOM_02554,Differentiate the security vulnerabilities inherent in implementing CAP Theorem.,Analyze,Cybersecurity,Differentiate,Medium-Hard
BLOOM_02555,Formulate a original algorithm to solve the NP-hard constraint in B-Trees and Indexing.,Create,Cybersecurity,Design,Hard
BLOOM_02556,Design a disaster recovery plan for mission-critical enterprise systems using Apache Spark Distributed Datasets. Explain all assumptions made.,Create,Database Systems,Design,Hard
BLOOM_02557,Devise an end-to-end framework for automated model evaluation in MapReduce ETL Pipelines.,Create,Data Engineering,Devise,Hard
BLOOM_02558,Apply the principles of Kafka Streaming Queues to solve an out-of-memory exception in big data pipelines. Provide concrete examples from Physics.,Apply,Physics,Demonstrate,Medium
BLOOM_02559,Explain how error handling is managed within MapReduce ETL Pipelines.,Understand,Chemistry,Explain,Easy-Medium
BLOOM_02560,Apply the principles of Convolutional Neural Networks to solve an out-of-memory exception in big data pipelines.,Apply,Chemistry,Construct,Medium
BLOOM_02561,What is the mathematical formulation of Convolutional Neural Networks?,Remember,Mathematics & Statistics,Outline,Easy
BLOOM_02562,Compute a python script to process TensorFlow Computational Graphs using streaming data streams.,Apply,Chemistry,Compute,Medium
BLOOM_02563,Contrast the main trade-offs associated with using TensorFlow Computational Graphs.,Understand,Cybersecurity,Contrast,Easy-Medium
BLOOM_02564,Interpret the main trade-offs associated with using Kafka Streaming Queues.,Understand,Machine Learning,Interpret,Easy-Medium
BLOOM_02565,Name three key characteristics of Gradient Boosting Decision Trees. Provide concrete examples from Database Systems.,Remember,Database Systems,Name,Easy
BLOOM_02566,Synthesize a full database schema designed to support high-throughput RESTful Microservice Mesh operations.,Create,Database Systems,Synthesize,Hard
BLOOM_02567,Design a disaster recovery plan for mission-critical enterprise systems using RESTful Microservice Mesh.,Create,Cybersecurity,Design,Hard
BLOOM_02568,Contrast the main trade-offs associated with using Redis In-Memory Caching.,Understand,Biology & Genomics,Contrast,Easy-Medium
BLOOM_02569,Differentiate how failure modes in Garbage Collection Algorithms impact system resilience and availability. Explain all assumptions made.,Analyze,Software Architecture,Differentiate,Medium-Hard
BLOOM_02570,"Given a scenario with high latency, Apply RESTful Microservice Mesh to minimize processing time.",Apply,Mathematics & Statistics,Apply,Medium
BLOOM_02571,Solve a python script to process Vector Embeddings & RAG using streaming data streams.,Apply,Biology & Genomics,Solve,Medium
BLOOM_02572,Devise a disaster recovery plan for mission-critical enterprise systems using MapReduce ETL Pipelines.,Create,Physics,Devise,Hard
BLOOM_02573,Propose an innovative caching strategy to reduce latency in GraphQL vs REST APIs by 50%.,Create,Chemistry,Construct,Hard
BLOOM_02574,Use how to scale Vector Embeddings & RAG across a multi-node cluster.,Apply,Mathematics & Statistics,Use,Medium
BLOOM_02575,Apply the principles of Consensus Protocols (Raft/Paxos) to solve an out-of-memory exception in big data pipelines. Explain all assumptions made.,Apply,Biology & Genomics,Construct,Medium
BLOOM_02576,Discuss the core workflow when executing Kafka Streaming Queues in production.,Understand,Data Engineering,Discuss,Easy-Medium
BLOOM_02577,Identify the main differences between B-Trees and Indexing and OAuth 2.0 Authentication at a high level.,Remember,Business Analytics,Identify,Easy
BLOOM_02578,Apply the principles of Redis In-Memory Caching to solve an out-of-memory exception in big data pipelines. Provide concrete examples from Physics.,Apply,Physics,Use,Medium
BLOOM_02579,Explain the relationship between PostgreSQL Query Optimization and Docker & Kubernetes Orchestration in system design.,Understand,Database Systems,Explain,Easy-Medium
BLOOM_02580,Name three key characteristics of CAP Theorem.,Remember,Physics,Name,Easy
BLOOM_02581,Devise an end-to-end framework for automated model evaluation in Kafka Streaming Queues. Provide concrete examples from Software Architecture.,Create,Software Architecture,Devise,Hard
BLOOM_02582,Compute how to scale Convolutional Neural Networks across a multi-node cluster.,Apply,Biology & Genomics,Compute,Medium
BLOOM_02583,Compare the root causes of data drift in MapReduce ETL Pipelines pipelines over time.,Analyze,Electrical Engineering,Compare,Medium-Hard
BLOOM_02584,Investigate empirical benchmark results of PostgreSQL Query Optimization across different hardware configurations.,Analyze,Machine Learning,Investigate,Medium-Hard
BLOOM_02585,What is the mathematical formulation of Gradient Boosting Decision Trees?,Remember,Machine Learning,Name,Easy
BLOOM_02586,Interpret the relationship between Docker & Kubernetes Orchestration and Linear Regression & Regularization in system design.,Understand,Database Systems,Interpret,Easy-Medium
BLOOM_02587,Describe the standard definition of Kafka Streaming Queues in modern systems.,Remember,Electrical Engineering,Describe,Easy
BLOOM_02588,Categorize empirical benchmark results of PostgreSQL Query Optimization across different hardware configurations. Explain all assumptions made.,Analyze,Biology & Genomics,Categorize,Medium-Hard
BLOOM_02589,Deconstruct empirical benchmark results of Gradient Boosting Decision Trees across different hardware configurations. Provide concrete examples from Physics.,Analyze,Physics,Deconstruct,Medium-Hard
BLOOM_02590,Calculate a python script to process Linear Regression & Regularization using streaming data streams. Provide concrete examples from Electrical Engineering.,Apply,Electrical Engineering,Calculate,Medium
